country,city,iso3,year,month,date,intl_arrivals,hotel_occupancy_rate_pct,peak_crowding_index,season,events_flag,source
Australia,Sydney,AUS,2023,8,2023-08-01,768160,74.2,100.0,High,False,synthetic
Australia,Sydney,AUS,2023,9,2023-09-01,532201,57.6,64.7,Shoulder,True,synthetic
Australia,Sydney,AUS,2023,10,2023-10-01,871487,54.3,82.0,Shoulder,False,synthetic
Australia,Sydney,AUS,2023,11,2023-11-01,466785,34.9,27.8,Low,False,synthetic
Australia,Sydney,AUS,2023,12,2023-12-01,764187,89.6,100.0,High,False,synthetic
Australia,Sydney,AUS,2024,1,2024-01-01,414845,40.8,29.8,Low,False,synthetic
Australia,Sydney,AUS,2024,2,2024-02-01,722881,39.0,56.7,Low,False,synthetic
Australia,Sydney,AUS,2024,3,2024-03-01,645847,44.3,51.8,Low,False,synthetic
Australia,Sydney,AUS,2024,4,2024-04-01,520591,62.3,58.6,Shoulder,True,synthetic
Australia,Sydney,AUS,2024,5,2024-05-01,724917,60.1,83.4,Shoulder,False,synthetic
Australia,Sydney,AUS,2024,6,2024-06-01,1045131,79.4,100.0,High,False,synthetic
Australia,Sydney,AUS,2024,7,2024-07-01,829270,86.0,100.0,High,False,synthetic
Australia,Sydney,AUS,2024,8,2024-08-01,1088800,56.9,100.0,High,False,synthetic
Australia,Sydney,AUS,2024,9,2024-09-01,825843,52.4,84.0,Shoulder,False,synthetic
Australia,Sydney,AUS,2024,10,2024-10-01,770195,49.3,81.9,Shoulder,False,synthetic
Australia,Sydney,AUS,2024,11,2024-11-01,471561,42.3,36.9,Low,False,synthetic
Australia,Sydney,AUS,2024,12,2024-12-01,780592,79.3,100.0,High,False,synthetic
Australia,Sydney,AUS,2025,1,2025-01-01,498401,40.0,39.2,Low,False,synthetic
Australia,Sydney,AUS,2025,2,2025-02-01,651287,41.2,55.7,Low,False,synthetic
Australia,Sydney,AUS,2025,3,2025-03-01,584060,42.5,51.6,Low,False,synthetic
Australia,Sydney,AUS,2025,4,2025-04-01,526766,49.8,52.0,Shoulder,False,synthetic
Australia,Sydney,AUS,2025,5,2025-05-01,788343,58.2,91.5,Shoulder,False,synthetic
Australia,Sydney,AUS,2025,6,2025-06-01,941326,67.4,100.0,High,False,synthetic
New Zealand,Auckland,NZL,2023,1,2023-01-01,241480,54.9,34.5,Low,True,synthetic
New Zealand,Auckland,NZL,2023,2,2023-02-01,233272,53.6,20.1,Low,False,synthetic
New Zealand,Auckland,NZL,2023,3,2023-03-01,315195,59.1,44.7,Low,False,synthetic
New Zealand,Auckland,NZL,2023,4,2023-04-01,441679,79.1,73.7,Shoulder,False,synthetic
New Zealand,Auckland,NZL,2023,5,2023-05-01,354771,75.4,66.4,Shoulder,False,synthetic
New Zealand,Auckland,NZL,2023,6,2023-06-01,839640,93.8,100.0,High,False,synthetic
New Zealand,Auckland,NZL,2023,7,2023-07-01,541752,98.0,100.0,High,False,synthetic
New Zealand,Auckland,NZL,2023,8,2023-08-01,558703,98.0,100.0,High,True,synthetic
New Zealand,Auckland,NZL,2023,9,2023-09-01,417120,81.3,82.1,Shoulder,False,synthetic
New Zealand,Auckland,NZL,2023,10,2023-10-01,425732,69.7,68.9,Shoulder,False,synthetic
New Zealand,Auckland,NZL,2023,11,2023-11-01,344439,62.6,48.6,Low,False,synthetic
New Zealand,Auckland,NZL,2023,12,2023-12-01,573770,98.0,100.0,High,False,synthetic
New Zealand,Auckland,NZL,2024,1,2024-01-01,335910,58.9,42.5,Low,False,synthetic
New Zealand,Auckland,NZL,2024,2,2024-02-01,330932,53.1,37.9,Low,False,synthetic
New Zealand,Auckland,NZL,2024,3,2024-03-01,221969,57.0,33.1,Low,False,synthetic
New Zealand,Auckland,NZL,2024,4,2024-04-01,450259,68.1,73.1,Shoulder,False,synthetic
New Zealand,Auckland,NZL,2024,5,2024-05-01,362605,75.8,68.3,Shoulder,False,synthetic
New Zealand,Auckland,NZL,2024,6,2024-06-01,533108,98.0,100.0,High,False,synthetic
New Zealand,Auckland,NZL,2024,7,2024-07-01,397094,97.6,100.0,High,False,synthetic
New Zealand,Auckland,NZL,2024,8,2024-08-01,595451,98.0,100.0,High,False,synthetic
New Zealand,Auckland,NZL,2024,9,2024-09-01,338734,77.2,73.6,Shoulder,False,synthetic
New Zealand,Auckland,NZL,2024,10,2024-10-01,392756,80.9,77.8,Shoulder,False,synthetic
New Zealand,Auckland,NZL,2024,11,2024-11-01,313304,59.4,52.4,Low,False,synthetic
New Zealand,Auckland,NZL,2024,12,2024-12-01,571647,98.0,100.0,High,False,synthetic
New Zealand,Auckland,NZL,2025,1,2025-01-01,321355,61.5,47.7,Low,False,synthetic
New Zealand,Auckland,NZL,2025,2,2025-02-01,438301,50.0,43.6,Low,False,synthetic
New Zealand,Auckland,NZL,2025,3,2025-03-01,252392,55.5,29.9,Low,False,synthetic
New Zealand,Auckland,NZL,2025,4,2025-04-01,458924,83.7,88.5,Shoulder,False,synthetic
New Zealand,Auckland,NZL,2025,5,2025-05-01,333225,82.6,69.9,Shoulder,False,synthetic
New Zealand,Auckland,NZL,2025,6,2025-06-01,737809,98.0,100.0,High,False,synthetic
Japan,Tokyo,JPN,2023,1,2023-01-01,588817,39.3,52.4,Low,False,synthetic
Japan,Tokyo,JPN,2023,2,2023-02-01,538837,35.4,39.6,Low,False,synthetic
Japan,Tokyo,JPN,2023,3,2023-03-01,565536,41.2,46.9,Low,False,synthetic
Japan,Tokyo,JPN,2023,4,2023-04-01,844367,56.8,85.3,Shoulder,False,synthetic
Japan,Tokyo,JPN,2023,5,2023-05-01,663604,51.6,63.2,Shoulder,False,synthetic
Japan,Tokyo,JPN,2023,6,2023-06-01,967616,62.2,100.0,High,False,synthetic
Japan,Tokyo,JPN,2023,7,2023-07-01,915367,74.0,100.0,High,False,synthetic
Japan,Tokyo,JPN,2023,8,2023-08-01,1132309,58.4,100.0,High,False,synthetic
Japan,Tokyo,JPN,2023,9,2023-09-01,1034111,54.1,99.5,Shoulder,True,synthetic
Japan,Tokyo,JPN,2023,10,2023-10-01,724058,60.7,90.7,Shoulder,False,synthetic
Japan,Tokyo,JPN,2023,11,2023-11-01,509589,42.1,40.2,Low,False,synthetic
Japan,Tokyo,JPN,2023,12,2023-12-01,1134575,82.6,100.0,High,False,synthetic
Japan,Tokyo,JPN,2024,1,2024-01-01,358989,39.9,20.0,Low,True,synthetic
Japan,Tokyo,JPN,2024,2,2024-02-01,475459,40.3,30.7,Low,False,synthetic
Japan,Tokyo,JPN,2024,3,2024-03-01,625640,37.3,47.3,Low,True,synthetic
Japan,Tokyo,JPN,2024,4,2024-04-01,858834,61.4,100.0,Shoulder,False,synthetic
Japan,Tokyo,JPN,2024,5,2024-05-01,910809,59.7,93.5,Shoulder,False,synthetic
Japan,Tokyo,JPN,2024,6,2024-06-01,1084389,71.3,100.0,High,False,synthetic
Japan,Tokyo,JPN,2024,7,2024-07-01,994386,81.8,100.0,High,False,synthetic
Japan,Tokyo,JPN,2024,8,2024-08-01,1114249,66.2,100.0,High,False,synthetic
Japan,Tokyo,JPN,2024,9,2024-09-01,762686,64.5,85.8,Shoulder,False,synthetic
Japan,Tokyo,JPN,2024,10,2024-10-01,842451,61.7,97.3,Shoulder,True,synthetic
Japan,Tokyo,JPN,2024,11,2024-11-01,587774,37.8,40.6,Low,False,synthetic
Japan,Tokyo,JPN,2024,12,2024-12-01,1114980,68.0,100.0,High,False,synthetic
Japan,Tokyo,JPN,2025,1,2025-01-01,561823,40.4,41.9,Low,False,synthetic
Japan,Tokyo,JPN,2025,2,2025-02-01,485914,39.5,28.0,Low,False,synthetic
Japan,Tokyo,JPN,2025,3,2025-03-01,569604,41.4,49.7,Low,False,synthetic
Japan,Tokyo,JPN,2025,4,2025-04-01,991768,54.3,96.2,Shoulder,False,synthetic
Japan,Tokyo,JPN,2025,5,2025-05-01,675539,53.2,71.9,Shoulder,False,synthetic
Japan,Tokyo,JPN,2025,6,2025-06-01,1208584,78.1,100.0,High,False,synthetic
South Korea,Seoul,KOR,2023,1,2023-01-01,106044,41.1,2.6,Low,False,synthetic
South Korea,Seoul,KOR,2023,2,2023-02-01,142233,39.6,1.7,Low,False,synthetic
South Korea,Seoul,KOR,2023,3,2023-03-01,146866,40.9,0.0,Low,True,synthetic
South Korea,Seoul,KOR,2023,4,2023-04-01,221493,64.2,35.2,Shoulder,False,synthetic
South Korea,Seoul,KOR,2023,5,2023-05-01,222361,58.0,35.3,Shoulder,False,synthetic
South Korea,Seoul,KOR,2023,6,2023-06-01,231640,82.3,73.7,High,False,synthetic
South Korea,Seoul,KOR,2023,7,2023-07-01,277494,83.6,59.3,High,False,synthetic
South Korea,Seoul,KOR,2023,8,2023-08-01,169515,92.5,75.6,High,False,synthetic
South Korea,Seoul,KOR,2023,9,2023-09-01,213422,54.8,26.0,Shoulder,False,synthetic
South Korea,Seoul,KOR,2023,10,2023-10-01,213306,59.7,24.2,Shoulder,False,synthetic
South Korea,Seoul,KOR,2023,11,2023-11-01,144888,37.6,0.0,Low,False,synthetic
South Korea,Seoul,KOR,2023,12,2023-12-01,266563,82.6,63.3,High,False,synthetic
South Korea,Seoul,KOR,2024,1,2024-01-01,148158,47.5,10.0,Low,False,synthetic
South Korea,Seoul,KOR,2024,2,2024-02-01,134029,40.6,0.0,Low,False,synthetic
South Korea,Seoul,KOR,2024,3,2024-03-01,108659,44.8,0.0,Low,False,synthetic
South Korea,Seoul,KOR,2024,4,2024-04-01,166784,60.6,32.4,Shoulder,False,synthetic
South Korea,Seoul,KOR,2024,5,2024-05-01,175358,61.8,28.0,Shoulder,False,synthetic
South Korea,Seoul,KOR,2024,6,2024-06-01,242773,86.6,65.8,High,False,synthetic
South Korea,Seoul,KOR,2024,7,2024-07-01,288905,74.7,56.7,High,False,synthetic
South Korea,Seoul,KOR,2024,8,2024-08-01,304573,70.6,48.5,High,False,synthetic
South Korea,Seoul,KOR,2024,9,2024-09-01,230612,68.7,52.4,Shoulder,False,synthetic
South Korea,Seoul,KOR,2024,10,2024-10-01,206582,66.5,34.7,Shoulder,False,synthetic
South Korea,Seoul,KOR,2024,11,2024-11-01,156018,40.2,3.6,Low,False,synthetic
South Korea,Seoul,KOR,2024,12,2024-12-01,282058,87.4,77.2,High,True,synthetic
South Korea,Seoul,KOR,2025,1,2025-01-01,136719,44.1,3.7,Low,False,synthetic
South Korea,Seoul,KOR,2025,2,2025-02-01,203934,44.4,15.9,Low,False,synthetic
South Korea,Seoul,KOR,2025,3,2025-03-01,168833,46.4,16.4,Low,False,synthetic
South Korea,Seoul,KOR,2025,4,2025-04-01,241633,68.9,48.2,Shoulder,False,synthetic
South Korea,Seoul,KOR,2025,5,2025-05-01,237252,58.0,29.7,Shoulder,False,synthetic
South Korea,Seoul,KOR,2025,6,2025-06-01,200906,86.7,59.3,High,False,synthetic
China,Shanghai,CHN,2023,1,2023-01-01,478819,37.9,33.0,Low,False,synthetic
China,Shanghai,CHN,2023,2,2023-02-01,444095,36.6,33.7,Low,True,synthetic
China,Shanghai,CHN,2023,3,2023-03-01,461325,37.5,33.2,Low,False,synthetic
China,Shanghai,CHN,2023,4,2023-04-01,629040,55.2,74.5,Shoulder,False,synthetic
China,Shanghai,CHN,2023,5,2023-05-01,559300,53.5,64.6,Shoulder,False,synthetic
China,Shanghai,CHN,2023,6,2023-06-01,873597,72.3,100.0,High,False,synthetic
China,Shanghai,CHN,2023,7,2023-07-01,829296,75.0,100.0,High,False,synthetic
China,Shanghai,CHN,2023,8,2023-08-01,999495,69.0,100.0,High,False,synthetic
China,Shanghai,CHN,2023,9,2023-09-01,563287,60.3,65.9,Shoulder,False,synthetic
China,Shanghai,CHN,2023,10,2023-10-01,860091,52.1,87.3,Shoulder,False,synthetic
China,Shanghai,CHN,2023,11,2023-11-01,465893,38.5,26.6,Low,False,synthetic
China,Shanghai,CHN,2023,12,2023-12-01,861962,74.5,100.0,High,False,synthetic
China,Shanghai,CHN,2024,1,2024-01-01,477460,33.2,29.9,Low,True,synthetic
China,Shanghai,CHN,2024,2,2024-02-01,616937,39.0,43.8,Low,False,synthetic
China,Shanghai,CHN,2024,3,2024-03-01,452608,40.3,33.8,Low,False,synthetic
China,Shanghai,CHN,2024,4,2024-04-01,513169,56.9,66.5,Shoulder,False,synthetic
China,Shanghai,CHN,2024,5,2024-05-01,762978,60.2,89.9,Shoulder,False,synthetic
China,Shanghai,CHN,2024,6,2024-06-01,909924,79.4,100.0,High,False,synthetic
China,Shanghai,CHN,2024,7,2024-07-01,822690,71.2,100.0,High,False,synthetic
China,Shanghai,CHN,2024,8,2024-08-01,1038901,58.8,100.0,High,False,synthetic
China,Shanghai,CHN,2024,9,2024-09-01,540122,58.7,60.8,Shoulder,False,synthetic
China,Shanghai,CHN,2024,10,2024-10-01,868601,60.2,100.0,Shoulder,False,synthetic
China,Shanghai,CHN,2024,11,2024-11-01,464255,45.2,44.7,Low,False,synthetic
China,Shanghai,CHN,2024,12,2024-12-01,698366,75.7,100.0,High,False,synthetic
China,Shanghai,CHN,2025,1,2025-01-01,506615,38.1,39.1,Low,False,synthetic
China,Shanghai,CHN,2025,2,2025-02-01,432582,40.9,29.9,Low,False,synthetic
China,Shanghai,CHN,2025,3,2025-03-01,438008,42.5,33.4,Low,False,synthetic
China,Shanghai,CHN,2025,4,2025-04-01,861940,52.4,74.5,Shoulder,False,synthetic
China,Shanghai,CHN,2025,5,2025-05-01,645137,51.8,63.8,Shoulder,False,synthetic
China,Shanghai,CHN,2025,6,2025-06-01,1056038,73.3,100.0,High,True,synthetic
Hong Kong,Hong Kong,HKG,2023,1,2023-01-01,505283,55.0,61.5,Low,False,synthetic
Hong Kong,Hong Kong,HKG,2023,2,2023-02-01,478272,54.0,50.7,Low,False,synthetic
Hong Kong,Hong Kong,HKG,2023,3,2023-03-01,409663,50.6,45.0,Low,False,synthetic
Hong Kong,Hong Kong,HKG,2023,4,2023-04-01,530331,70.2,75.4,Shoulder,False,synthetic
Hong Kong,Hong Kong,HKG,2023,5,2023-05-01,613011,71.2,79.6,Shoulder,True,synthetic
Hong Kong,Hong Kong,HKG,2023,6,2023-06-01,844521,90.8,100.0,High,True,synthetic
Hong Kong,Hong Kong,HKG,2023,7,2023-07-01,735019,89.3,100.0,High,False,synthetic
Hong Kong,Hong Kong,HKG,2023,8,2023-08-01,952423,98.0,100.0,High,False,synthetic
Hong Kong,Hong Kong,HKG,2023,9,2023-09-01,748791,80.5,100.0,Shoulder,False,synthetic
Hong Kong,Hong Kong,HKG,2023,10,2023-10-01,796061,71.6,100.0,Shoulder,False,synthetic
Hong Kong,Hong Kong,HKG,2023,11,2023-11-01,524123,53.8,55.7,Low,False,synthetic
Hong Kong,Hong Kong,HKG,2023,12,2023-12-01,883631,91.4,100.0,High,False,synthetic
Hong Kong,Hong Kong,HKG,2024,1,2024-01-01,460256,45.9,45.3,Low,False,synthetic
Hong Kong,Hong Kong,HKG,2024,2,2024-02-01,577320,45.8,51.8,Low,False,synthetic
Hong Kong,Hong Kong,HKG,2024,3,2024-03-01,397839,49.6,48.1,Low,False,synthetic
Hong Kong,Hong Kong,HKG,2024,4,2024-04-01,586688,62.9,65.5,Shoulder,False,synthetic
Hong Kong,Hong Kong,HKG,2024,5,2024-05-01,602468,72.4,75.7,Shoulder,False,synthetic
Hong Kong,Hong Kong,HKG,2024,6,2024-06-01,998896,98.0,100.0,High,False,synthetic
Hong Kong,Hong Kong,HKG,2024,7,2024-07-01,754577,96.9,100.0,High,False,synthetic
Hong Kong,Hong Kong,HKG,2024,8,2024-08-01,871125,94.8,100.0,High,False,synthetic
Hong Kong,Hong Kong,HKG,2024,9,2024-09-01,705725,69.3,86.8,Shoulder,False,synthetic
Hong Kong,Hong Kong,HKG,2024,10,2024-10-01,884146,77.4,100.0,Shoulder,False,synthetic
Hong Kong,Hong Kong,HKG,2024,11,2024-11-01,529724,46.0,40.3,Low,True,synthetic
Hong Kong,Hong Kong,HKG,2024,12,2024-12-01,1119209,98.0,100.0,High,False,synthetic
Hong Kong,Hong Kong,HKG,2025,1,2025-01-01,351357,51.9,38.2,Low,True,synthetic
Hong Kong,Hong Kong,HKG,2025,2,2025-02-01,529686,50.8,56.7,Low,False,synthetic
Hong Kong,Hong Kong,HKG,2025,3,2025-03-01,503566,49.5,52.0,Low,False,synthetic
Hong Kong,Hong Kong,HKG,2025,4,2025-04-01,672620,78.4,93.5,Shoulder,False,synthetic
Hong Kong,Hong Kong,HKG,2025,5,2025-05-01,638781,65.2,80.1,Shoulder,False,synthetic
Hong Kong,Hong Kong,HKG,2025,6,2025-06-01,1035499,96.9,100.0,High,False,synthetic
Taiwan,Taipei,TWN,2023,1,2023-01-01,210913,54.0,31.9,Low,False,synthetic
Taiwan,Taipei,TWN,2023,2,2023-02-01,155668,44.0,6.8,Low,False,synthetic
Taiwan,Taipei,TWN,2023,3,2023-03-01,262440,53.5,27.2,Low,False,synthetic
Taiwan,Taipei,TWN,2023,4,2023-04-01,340932,66.4,48.7,Shoulder,False,synthetic
Taiwan,Taipei,TWN,2023,5,2023-05-01,300434,76.5,67.8,Shoulder,False,synthetic
Taiwan,Taipei,TWN,2023,6,2023-06-01,384038,98.0,92.6,High,False,synthetic
Taiwan,Taipei,TWN,2023,7,2023-07-01,345337,88.7,77.8,High,False,synthetic
Taiwan,Taipei,TWN,2023,8,2023-08-01,357434,98.0,100.0,High,False,synthetic
Taiwan,Taipei,TWN,2023,9,2023-09-01,238324,68.3,49.6,Shoulder,False,synthetic
Taiwan,Taipei,TWN,2023,10,2023-10-01,263296,77.1,63.6,Shoulder,False,synthetic
Taiwan,Taipei,TWN,2023,11,2023-11-01,181451,52.1,19.6,Low,False,synthetic
Taiwan,Taipei,TWN,2023,12,2023-12-01,354480,98.0,94.3,High,False,synthetic
Taiwan,Taipei,TWN,2024,1,2024-01-01,248212,52.9,25.8,Low,False,synthetic
Taiwan,Taipei,TWN,2024,2,2024-02-01,221208,61.7,37.7,Low,False,synthetic
Taiwan,Taipei,TWN,2024,3,2024-03-01,215773,50.6,21.0,Low,True,synthetic
Taiwan,Taipei,TWN,2024,4,2024-04-01,318471,79.6,69.0,Shoulder,True,synthetic
Taiwan,Taipei,TWN,2024,5,2024-05-01,280898,65.2,54.6,Shoulder,False,synthetic
Taiwan,Taipei,TWN,2024,6,2024-06-01,439717,96.9,100.0,High,False,synthetic
Taiwan,Taipei,TWN,2024,7,2024-07-01,338617,87.4,87.4,High,False,synthetic
Taiwan,Taipei,TWN,2024,8,2024-08-01,448808,98.0,100.0,High,False,synthetic
Taiwan,Taipei,TWN,2024,9,2024-09-01,297374,66.2,48.2,Shoulder,True,synthetic
Taiwan,Taipei,TWN,2024,10,2024-10-01,273269,71.0,51.7,Shoulder,False,synthetic
Taiwan,Taipei,TWN,2024,11,2024-11-01,149883,53.1,17.4,Low,False,synthetic
Taiwan,Taipei,TWN,2024,12,2024-12-01,367988,98.0,98.0,High,False,synthetic
Taiwan,Taipei,TWN,2025,1,2025-01-01,240657,56.2,35.6,Low,False,synthetic
Taiwan,Taipei,TWN,2025,2,2025-02-01,222101,53.1,21.8,Low,False,synthetic
Taiwan,Taipei,TWN,2025,3,2025-03-01,144029,51.3,17.5,Low,False,synthetic
Taiwan,Taipei,TWN,2025,4,2025-04-01,341726,73.8,69.5,Shoulder,True,synthetic
Taiwan,Taipei,TWN,2025,5,2025-05-01,248133,75.6,58.9,Shoulder,False,synthetic
Taiwan,Taipei,TWN,2025,6,2025-06-01,300930,95.5,79.7,High,False,synthetic
South Africa,Cape Town,ZAF,2023,1,2023-01-01,89782,45.0,10.1,Low,False,synthetic
South Africa,Cape Town,ZAF,2023,2,2023-02-01,128619,43.1,1.1,Low,False,synthetic
South Africa,Cape Town,ZAF,2023,3,2023-03-01,106162,44.1,6.1,Low,False,synthetic
South Africa,Cape Town,ZAF,2023,4,2023-04-01,159995,68.8,42.3,Shoulder,False,synthetic
South Africa,Cape Town,ZAF,2023,5,2023-05-01,151697,58.8,28.4,Shoulder,False,synthetic
South Africa,Cape Town,ZAF,2023,6,2023-06-01,273709,80.5,59.4,High,False,synthetic
South Africa,Cape Town,ZAF,2023,7,2023-07-01,224393,83.9,55.4,High,False,synthetic
South Africa,Cape Town,ZAF,2023,8,2023-08-01,281759,77.9,65.8,High,False,synthetic
South Africa,Cape Town,ZAF,2023,9,2023-09-01,172442,62.7,41.2,Shoulder,False,synthetic
South Africa,Cape Town,ZAF,2023,10,2023-10-01,207182,69.0,39.9,Shoulder,False,synthetic
South Africa,Cape Town,ZAF,2023,11,2023-11-01,134565,39.2,0.0,Low,False,synthetic
South Africa,Cape Town,ZAF,2023,12,2023-12-01,263892,81.6,64.9,High,False,synthetic
South Africa,Cape Town,ZAF,2024,1,2024-01-01,147032,42.5,13.4,Low,False,synthetic
South Africa,Cape Town,ZAF,2024,2,2024-02-01,145151,41.5,0.0,Low,False,synthetic
South Africa,Cape Town,ZAF,2024,3,2024-03-01,132966,38.2,1.6,Low,False,synthetic
South Africa,Cape Town,ZAF,2024,4,2024-04-01,204514,60.2,28.7,Shoulder,False,synthetic
South Africa,Cape Town,ZAF,2024,5,2024-05-01,183908,65.9,40.4,Shoulder,False,synthetic
South Africa,Cape Town,ZAF,2024,6,2024-06-01,203152,84.1,59.5,High,False,synthetic
South Africa,Cape Town,ZAF,2024,7,2024-07-01,276437,89.1,81.6,High,False,synthetic
South Africa,Cape Town,ZAF,2024,8,2024-08-01,240669,81.0,52.6,High,False,synthetic
South Africa,Cape Town,ZAF,2024,9,2024-09-01,179148,66.2,40.7,Shoulder,False,synthetic
South Africa,Cape Town,ZAF,2024,10,2024-10-01,162165,71.5,43.4,Shoulder,False,synthetic
South Africa,Cape Town,ZAF,2024,11,2024-11-01,129268,48.4,15.7,Low,False,synthetic
South Africa,Cape Town,ZAF,2024,12,2024-12-01,304696,89.1,76.6,High,True,synthetic
South Africa,Cape Town,ZAF,2025,1,2025-01-01,152598,46.2,3.4,Low,False,synthetic
South Africa,Cape Town,ZAF,2025,2,2025-02-01,193554,44.6,9.1,Low,False,synthetic
South Africa,Cape Town,ZAF,2025,3,2025-03-01,166791,47.5,20.8,Low,False,synthetic
South Africa,Cape Town,ZAF,2025,4,2025-04-01,223644,59.3,34.3,Shoulder,True,synthetic
South Africa,Cape Town,ZAF,2025,5,2025-05-01,227271,65.2,37.9,Shoulder,False,synthetic
South Africa,Cape Town,ZAF,2025,6,2025-06-01,183173,67.3,43.3,High,False,synthetic
Kenya,Nairobi,KEN,2023,1,2023-01-01,317481,35.8,17.3,Low,False,synthetic
Kenya,Nairobi,KEN,2023,2,2023-02-01,303581,32.9,11.1,Low,False,synthetic
Kenya,Nairobi,KEN,2023,3,2023-03-01,322776,25.9,0.4,Low,True,synthetic
Kenya,Nairobi,KEN,2023,4,2023-04-01,355504,44.3,37.9,Shoulder,False,synthetic
Kenya,Nairobi,KEN,2023,5,2023-05-01,361792,44.2,22.9,Shoulder,False,synthetic
Kenya,Nairobi,KEN,2023,6,2023-06-01,504623,50.3,51.4,High,False,synthetic
Kenya,Nairobi,KEN,2023,7,2023-07-01,600003,59.4,69.4,High,False,synthetic
Kenya,Nairobi,KEN,2023,8,2023-08-01,494325,69.2,72.5,High,False,synthetic
Kenya,Nairobi,KEN,2023,9,2023-09-01,370641,48.5,28.0,Shoulder,False,synthetic
Kenya,Nairobi,KEN,2023,10,2023-10-01,330188,43.7,31.7,Shoulder,False,synthetic
Kenya,Nairobi,KEN,2023,11,2023-11-01,312709,36.1,14.4,Low,False,synthetic
Kenya,Nairobi,KEN,2023,12,2023-12-01,566026,60.3,72.7,High,False,synthetic
Kenya,Nairobi,KEN,2024,1,2024-01-01,255310,29.7,0.0,Low,False,synthetic
Kenya,Nairobi,KEN,2024,2,2024-02-01,330117,30.8,0.0,Low,False,synthetic
Kenya,Nairobi,KEN,2024,3,2024-03-01,305493,32.0,9.8,Low,False,synthetic
Kenya,Nairobi,KEN,2024,4,2024-04-01,464623,47.2,46.0,Shoulder,False,synthetic
Kenya,Nairobi,KEN,2024,5,2024-05-01,434999,47.6,36.0,Shoulder,False,synthetic
Kenya,Nairobi,KEN,2024,6,2024-06-01,586506,65.3,79.0,High,False,synthetic
Kenya,Nairobi,KEN,2024,7,2024-07-01,460461,57.7,56.2,High,False,synthetic
Kenya,Nairobi,KEN,2024,8,2024-08-01,435893,54.3,38.3,High,False,synthetic
Kenya,Nairobi,KEN,2024,9,2024-09-01,393085,45.5,45.5,Shoulder,False,synthetic
Kenya,Nairobi,KEN,2024,10,2024-10-01,344103,46.5,22.9,Shoulder,False,synthetic
Kenya,Nairobi,KEN,2024,11,2024-11-01,231589,31.6,0.1,Low,False,synthetic
Kenya,Nairobi,KEN,2024,12,2024-12-01,576417,58.1,67.6,High,False,synthetic
Kenya,Nairobi,KEN,2025,1,2025-01-01,225363,28.3,0.0,Low,False,synthetic
Kenya,Nairobi,KEN,2025,2,2025-02-01,203064,32.0,0.0,Low,False,synthetic
Kenya,Nairobi,KEN,2025,3,2025-03-01,257785,33.9,11.9,Low,False,synthetic
Kenya,Nairobi,KEN,2025,4,2025-04-01,407879,48.0,38.9,Shoulder,False,synthetic
Kenya,Nairobi,KEN,2025,5,2025-05-01,322847,48.0,27.4,Shoulder,False,synthetic
Kenya,Nairobi,KEN,2025,6,2025-06-01,596610,62.9,76.9,High,False,synthetic
Morocco,Marrakesh,MAR,2023,1,2023-01-01,209761,58.5,35.8,Low,False,synthetic
Morocco,Marrakesh,MAR,2023,2,2023-02-01,168609,60.0,27.8,Low,False,synthetic
Morocco,Marrakesh,MAR,2023,3,2023-03-01,226667,64.3,31.7,Low,False,synthetic
Morocco,Marrakesh,MAR,2023,4,2023-04-01,186573,79.8,63.7,Shoulder,False,synthetic
Morocco,Marrakesh,MAR,2023,5,2023-05-01,305260,87.5,66.9,Shoulder,False,synthetic
Morocco,Marrakesh,MAR,2023,6,2023-06-01,395327,98.0,91.0,High,False,synthetic
Morocco,Marrakesh,MAR,2023,7,2023-07-01,337030,98.0,96.9,High,False,synthetic
Morocco,Marrakesh,MAR,2023,8,2023-08-01,358925,98.0,90.7,High,False,synthetic
Morocco,Marrakesh,MAR,2023,9,2023-09-01,244069,80.8,59.5,Shoulder,False,synthetic
Morocco,Marrakesh,MAR,2023,10,2023-10-01,308201,84.1,68.9,Shoulder,False,synthetic
Morocco,Marrakesh,MAR,2023,11,2023-11-01,279105,67.5,43.7,Low,False,synthetic
Morocco,Marrakesh,MAR,2023,12,2023-12-01,329333,98.0,88.5,High,False,synthetic
Morocco,Marrakesh,MAR,2024,1,2024-01-01,273993,57.7,40.1,Low,False,synthetic
Morocco,Marrakesh,MAR,2024,2,2024-02-01,192235,62.6,30.1,Low,False,synthetic
Morocco,Marrakesh,MAR,2024,3,2024-03-01,192259,55.5,20.4,Low,False,synthetic
Morocco,Marrakesh,MAR,2024,4,2024-04-01,281915,66.4,46.7,Shoulder,False,synthetic
Morocco,Marrakesh,MAR,2024,5,2024-05-01,330827,87.7,80.4,Shoulder,False,synthetic
Morocco,Marrakesh,MAR,2024,6,2024-06-01,364623,98.0,100.0,High,True,synthetic
Morocco,Marrakesh,MAR,2024,7,2024-07-01,349282,97.5,84.6,High,False,synthetic
Morocco,Marrakesh,MAR,2024,8,2024-08-01,403473,98.0,100.0,High,False,synthetic
Morocco,Marrakesh,MAR,2024,9,2024-09-01,297859,80.8,60.2,Shoulder,False,synthetic
Morocco,Marrakesh,MAR,2024,10,2024-10-01,306552,86.8,69.1,Shoulder,False,synthetic
Morocco,Marrakesh,MAR,2024,11,2024-11-01,217327,58.4,28.4,Low,False,synthetic
Morocco,Marrakesh,MAR,2024,12,2024-12-01,511977,97.7,100.0,High,False,synthetic
